"Txhash","Blockno","UnixTimestamp","DateTime","From","To","ContractAddress","Value_IN(ETH)","Value_OUT(ETH)","CurrentValue @ $4025.18/Eth","TxnFee(ETH)","TxnFee(USD)","Historical $Price/Eth","Status","ErrCode","Method"
"0x7e0f994bc472696c18051b57e1339df71264d137ac8c40795ebe45a1aba941cd","11450156","1607936281","2020-12-14 08:58:01","0x1aa1d648e67ced1f54c555e5aa62a126033be783","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.014711708","59.21727280744","586.35","","","Borrow",""
"0x4f7623adc5d0604f759ea550c4fa7667e98af134ab7d2ff040a7db643c76b3bf","11450164","1607936359","2020-12-14 08:59:19","0xe6f3fd8abb61ca6417d386e67e9596c3492d49a4","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.00949458096","38.2173973885728","586.35","","","Repay",""
"0x11f30db8fe9e5b7e6d72e214008898c13a974f6ed44c995df6fd4f6bcf65a7b6","11450191","1607936665","2020-12-14 09:04:25","0xe6f3fd8abb61ca6417d386e67e9596c3492d49a4","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.01002272194","40.3432598984492","586.35","","","Swap Borrow Rate Mode",""
"0x4a0eec434e51be7d78e4599d4a355e786b1414bef19094f72b4fcb115519fe5e","11450192","1607936675","2020-12-14 09:04:35","0xa42a9eb3896b43afda0eeeb2ca7fc62c3b46bb37","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.01684372014","67.7990054331252","586.35","","","Borrow",""
"0x19826df5fe2f55a91d8f9674d57298b9e774fde96bd8c7f18082a9727c5e58b0","11450248","1607937391","2020-12-14 09:16:31","0x33acde6798c4cefb3125caa7a81e5a29dae1129f","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.007463148","30.04051406664","586.35","","","Deposit",""
"0x9c861c54d5fdab79c187b5517e74bda86bcecc9d16316b2df935e86428fbb59e","11450262","1607937530","2020-12-14 09:18:50","0x33acde6798c4cefb3125caa7a81e5a29dae1129f","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.01096504","44.1362597072","586.35","","","Swap Borrow Rate Mode",""
"0xc76f65e238bbf693b189bfc312a5ceab37530d0d19e7ecd91dc7adddcae7ca40","11450278","1607937699","2020-12-14 09:21:39","0xa84da32dd4dbf6b01d3ed48257038fd98b978215","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.00966348","38.8972464264","586.35","","","Deposit",""
"0x02477e8a21cb9d9cbdda00ac2cadef21efb92a4ed13880452b5db92f7e93a683","11450350","1607938495","2020-12-14 09:34:55","0x70d0c6ea5dff960ebd29808c8e24b0192023c432","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.004586425","18.4611861815","586.35","","","Withdraw",""
"0x2dcaf3549fa282bd39867bf3c7fdf6c29b4c27e42b52f2183652c3e6d1116347","11450365","1607938647","2020-12-14 09:37:27","0xf3518bb50d7d090a214458f6fdc56d92521436e7","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.007385160288205869","29.7265994888805","586.35","","","Deposit",""
"0xb882d7860381364a906931ee911c47c6a0f9de7d7b25d1e14741e41addb1a244","11450381","1607938807","2020-12-14 09:40:07","0x50c57f86b1e0f766e458838a2e13eb75e91d7692","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.006690079","26.92877218922","586.35","","","Deposit",""
"0xb7ce63d496dd9be3029073ec799468fad1ab41c753724e1ab06baf68720b8356","11450401","1607939096","2020-12-14 09:44:56","0xd678bcd8a5ae39ac8783921d5a2701add75cf6b5","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.007299152406927724","29.3804022853173","586.35","","","Borrow",""
"0x56ab5e9ceeea7ccd24dc88081b2e8721de5081f32bbc0a827102772ec24cfa65","11450416","1607939225","2020-12-14 09:47:05","0x82bb6b5e92e1143fc03ee468a7ba9df8e955f7c2","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.009434376525966462","37.9750637047897","586.35","","","Withdraw",""
"0xab3e3ac491fbd5286788fc038835c920fd40a955bbbf5b48b51aaf1a03734cad","11450421","1607939299","2020-12-14 09:48:19","0x82bb6b5e92e1143fc03ee468a7ba9df8e955f7c2","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.005194952289618574","20.9106180571269","586.35","","","Deposit",""
"0x8d9032fb5af8e40eadcae9677372669db8ec84e4d1aba014aab500d8d09ad1ff","11450422","1607939305","2020-12-14 09:48:25","0x4dcca4e66503733046c3463bd94cea9645221cc1","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.00381054","15.3381093972","586.35","","","Withdraw",""
"0x17d63f61a7defa0ecc10419ff43384215964bfda8778910072c9a8d3dcc689a1","11450458","1607939932","2020-12-14 09:58:52","0xa24e59bd5e274c118fe86282052993792a76d7bd","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.00817353064","32.8999320615152","586.35","","","Deposit",""
"0x9a20b2c5a3555b83ce0f13d4291713db5960c45de0cc255ee3277609e57af424","11450466","1607940034","2020-12-14 10:00:34","0xfe67ca141d79d4fa34da48695c53bbcb94ed9455","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.010432026","41.99078241468","586.35","","","Withdraw",""
"0xf17e4b2f8df03484f268d7d7255bd65d597f784cc5d13dd7fba31f73cfa0688a","11450483","1607940242","2020-12-14 10:04:02","0xfe67ca141d79d4fa34da48695c53bbcb94ed9455","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.00939094231845816","37.8002332014114","586.35","","","Withdraw",""
"0x86f38ff124a91f85c42a79c5183b167cdb3a7c370a4cfb73d5413a05e5a9ef38","11450485","1607940272","2020-12-14 10:04:32","0xfc143f933badbefe4e769047745cc23e02de0e90","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.009472126321391438","38.1270134263384","586.35","","","Deposit",""
"0xeabf8781836dc179d9087655ec6de0d442d13189e00bd840d771b9c07eedf260","11450499","1607940574","2020-12-14 10:09:34","0xa24e59bd5e274c118fe86282052993792a76d7bd","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.002317700068972","9.32915996362471","586.35","","","Set User Use Reserve As Collateral",""
"0xbf62b6d236c571b5a41ab8d8f5474d4303c7094f74cc5bc49825c2059e97ac42","11450508","1607940637","2020-12-14 10:10:37","0xa24e59bd5e274c118fe86282052993792a76d7bd","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.00380666","15.3224916988","586.35","","","Set User Use Reserve As Collateral",""
"0x979128007e4e129fe792ab6bbf8016dbdef006bc762837367edb3a3e95b17205","11450512","1607940699","2020-12-14 10:11:39","0xa24e59bd5e274c118fe86282052993792a76d7bd","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.014740249038652296","59.3321556254024","586.35","","","Borrow",""
"0xa190d83eee75c4f41db60eda109737d96740287fc613a540f61168ba78c5a991","11450513","1607940701","2020-12-14 10:11:41","0xfc143f933badbefe4e769047745cc23e02de0e90","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.009096703270858973","36.6158680717961","586.35","","","Deposit",""
"0xeb2dcd5e23ac120d659f2f51a14f8693db94155241c63cceff716fb7648897c8","11450576","1607941612","2020-12-14 10:26:52","0xd77cfcffcb272e98f6f32f05f43912ce52dea248","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.010286528","41.40512677504","586.35","","","Deposit",""
"0x018939519d89b7ea1f83b8d432e5f48d14686787387ccf1b3c4e99d731c1881b","11450603","1607941911","2020-12-14 10:31:51","0xeba35a3093f27ed30e403242f89eb0f996231ddc","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.010383282","41.79457904076","586.35","","","Deposit",""
"0x5e9eabde9281f36128e96518887a4be97028076f7d4c7ce045c2cc369ebf7ace","11450613","1607941996","2020-12-14 10:33:16","0xfc143f933badbefe4e769047745cc23e02de0e90","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.017328816","69.75160358688","586.35","","","Borrow",""
"0xdc8d69c0a3ac7071d97cf614ee21aa153d342357a62dca7566a6fc7548706c15","11450635","1607942231","2020-12-14 10:37:11","0x521e6135e9179fa93a1c05f0ee8c3f289e6c326f","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.0104451556","42.043631418008","586.35","","","Deposit",""
"0x7769757f04e871f2e208d7e395d5c52d79b4bab0ed501b55b9816c70d04b97b6","11450645","1607942308","2020-12-14 10:38:28","0xd678bcd8a5ae39ac8783921d5a2701add75cf6b5","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.008372936","33.70257452848","586.35","","","Deposit",""
"0x1ade6cafdac8e0231425bae9ed905af1891e263b39c8d86dcb3aa220d347cdb8","11450652","1607942368","2020-12-14 10:39:28","0x4d373f91176f17c825487091d50cb6760f934797","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.010345072486885808","41.640778872763","586.35","","","Borrow",""
"0xb49d0cbd2e548315952104de062cdeff44fa71410c991f21f4b20bc7c18a54f2","11450667","1607942578","2020-12-14 10:42:58","0xfc143f933badbefe4e769047745cc23e02de0e90","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.012236991","49.25609143338","586.35","","","Borrow",""
"0x8b83b7dac9d6bd3bcfb5b018c77926e25fa4c3730f9db0291a78b064d71e71e0","11450690","1607942822","2020-12-14 10:47:02","0x5f3cb118b93237b2b0ec7205ec43807e5d4d63e6","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.0135233842464","54.4340558009244","586.35","","","Borrow",""
"0x8560f1b6648d09d058bb0b0a350b2ebac9a078f6a298e9d7b5ef9044e3d27e76","11450708","1607943032","2020-12-14 10:50:32","0xd678bcd8a5ae39ac8783921d5a2701add75cf6b5","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.0086825717","34.948913955406","586.35","","","Withdraw",""
"0x15b8e9c2a4ff2ee906bbd69dcdf15be37d5e9370697fa80055d35ec74e33e043","11450717","1607943130","2020-12-14 10:52:10","0xd678bcd8a5ae39ac8783921d5a2701add75cf6b5","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.009642144","38.81136518592","586.35","","","Repay",""
"0x4b3e27093a08508cc9d430b1c184d8ecda62ebcda146f2c439a034c8f72328c8","11450846","1607944904","2020-12-14 11:21:44","0x14d6a11d471c83f4e3e0a8d41ac90b07f6a05684","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.01457085","58.650294003","586.35","","","Deposit",""
"0x99d1397d48fab50808731c9c4b58f6a4a8180906fc453c5540b955e25d2a81e7","11450869","1607945137","2020-12-14 11:25:37","0xabca4126f4772c5fa2b56fe98493cddaa7beffc7","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.011465582492008357","46.1510333351822","586.35","","","Borrow",""
"0x4974ea29a7a31c19f372bc6e5887bf58605b837d1d9f1dafa2b0ab1ac2c9187b","11450880","1607945268","2020-12-14 11:27:48","0xcbbcf45a1aeddaf93ed0c8a558fcb8f021225610","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.012578292","50.62988939256","586.35","","","Withdraw",""
"0x165da6471d34eb0acc1faf7d14a44e8110a14a43bf9517989468c106c59e0b6e","11450912","1607945807","2020-12-14 11:36:47","0xf3518bb50d7d090a214458f6fdc56d92521436e7","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.0101035","40.66840613","586.35","","","Deposit",""
"0xaca45519b5be913de5778abed91561c9459ceccb89cf32a9ac38bf83e48db6e3","11450920","1607945901","2020-12-14 11:38:21","0xe8b4ec3cd3d21b35b4fe55ad987e50d3b72ef11b","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.010498956","42.26018771208","586.35","","","Withdraw",""
"0xc691c7afe445259ef5eafc4f80604fb32358fc8dbeb952ac759ac8e5c13f4fcf","11450923","1607945936","2020-12-14 11:38:56","0x5d07d93fcb87e571b7de62498c679845bf67c845","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.013937265","56.1000003327","586.35","","","Borrow",""
"0x054fbf7b966d0ae6a86ebc1a8c934bb5521ea9b52bf4f8987746a03bc7e8492e","11450939","1607946117","2020-12-14 11:41:57","0x4799a9a780fef0113e9ca87beb4717ece837791e","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.008830953299636289","35.54617660263","586.35","","","Deposit",""
"0x1bc0c1c93913ff59d5c582152b4071448ca7c5e363dd563d05acb78e0fb8b111","11450975","1607946555","2020-12-14 11:49:15","0xa23b73c1650cf2702f43ec497411bc65098c30e3","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.017275293","69.53616387774","586.35","","","Borrow",""
"0xbd618e5e8ca9b83d756f5c2fcce68324504b5866ea4fc21b1e341e86cf56e04e","11450981","1607946623","2020-12-14 11:50:23","0xe8b4ec3cd3d21b35b4fe55ad987e50d3b72ef11b","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.008722209899220246","35.1084648421433","586.35","","","Withdraw",""
"0xc6b0e5e74c67642bd3ec4113aaef09b6226da8435a549fde4feaed6fb1376cb8","11450987","1607946766","2020-12-14 11:52:46","0xabca4126f4772c5fa2b56fe98493cddaa7beffc7","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.010286528","41.40512677504","586.35","","","Deposit",""
"0xa0eac99341052cd7950d234053e5faf63d4c90c13e92eb6dcf166119a2faa5e3","11451001","1607947048","2020-12-14 11:57:28","0xf3518bb50d7d090a214458f6fdc56d92521436e7","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.00848205","34.141778019","586.35","","","Deposit",""
"0xa61d558a9c37ef0429f8b167c5fbf3f3fbe242605d3be5c5c444817da80bb041","11451002","1607947060","2020-12-14 11:57:40","0xcbbcf45a1aeddaf93ed0c8a558fcb8f021225610","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.009507792","38.27057420256","586.35","","","Repay",""
"0x6cccf3f913ede85461222fa97afb621834577b343cf33c10caaf697fb8318ce4","11451003","1607947067","2020-12-14 11:57:47","0xabca4126f4772c5fa2b56fe98493cddaa7beffc7","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.015743449","63.37021604582","586.35","","","Borrow",""
"0xf95aa0f3da89fd4114104217be5ceb3c6f1e0839935b0d22ddb51e8d37977953","11451029","1607947482","2020-12-14 12:04:42","0x0e056b54155e50b1b354251db366f6bf0699ab85","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.0167505624","67.424028761232","586.35","","","Withdraw",""
"0x632b771ca619d8fd2fbf350d2865d3f6896ddc145af8dbe3fd1b4b241abb1f9e","11451039","1607947652","2020-12-14 12:07:32","0x0e056b54155e50b1b354251db366f6bf0699ab85","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.0113168154","45.552219011772","586.35","","","Repay",""
"0x914e29bad7958c1820ed6a7dbf5b5733e48278d42fee6ec8e50f3e8795d1b089","11451066","1607948063","2020-12-14 12:14:23","0x0e056b54155e50b1b354251db366f6bf0699ab85","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.00917285","36.922372363","586.35","","","Withdraw",""
"0xdaa9318993532c2111838a0ef32164e0c5db35a53b1be95acbaabd5dc5bc004b","11451139","1607949155","2020-12-14 12:32:35","0x587eb67c533b58ada96a9f0c12f4ad89cbb50aa8","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.010195647","41.03931439146","586.35","","","Withdraw",""
"0xb81d66908826976c474b077431a1e0950b9a34a4bb6df8d4a5a764dc9f6d2e97","11451143","1607949207","2020-12-14 12:33:27","0x5d07d93fcb87e571b7de62498c679845bf67c845","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.0073669","29.653098542","586.35","","","Deposit",""
"0x15b534b8be49eb84559e21a04e90478b529ef61c2da34fb00b2e50fe7781ea0f","11451145","1607949243","2020-12-14 12:34:03","0xce11e75cd3e1781202f73c641729bbb65bfe0226","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.013526244","54.44556682392","586.35","","","Withdraw",""
"0x718a0677adbe2591f0c4118d0b49740fdb8b09b2f1d76b9359f1d38c00240834","11451163","1607949410","2020-12-14 12:36:50","0x7ed9dc4698e7517031290712a0c542996ddd6e40","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.004413706292708957","17.7659622952862","586.35","","","Deposit",""
"0x17965243d287120a172bd989ba777975e2a89a0709c1f7cdd3f5bbe5f92055c1","11451167","1607949456","2020-12-14 12:37:36","0xf3518bb50d7d090a214458f6fdc56d92521436e7","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.019958799","80.33775855882","586.35","","","Borrow",""
"0x6457dae184aa973d8a766ce827e26659874c0c9f384dbe705b7adbf0799c0c89","11451167","1607949456","2020-12-14 12:37:36","0x587eb67c533b58ada96a9f0c12f4ad89cbb50aa8","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.007598727299636289","30.58624515195","586.35","","","Deposit",""
"0x3730e3494e730092313d2025c1885d07d6bfe6a69e08eed34670576cda5d09c6","11451199","1607949961","2020-12-14 12:46:01","0x1288e3dad9deb275deb8793f5e206ab17bf11224","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.021163948","85.18870021064","586.35","","","Borrow",""
"0x1cf321eb296f0ad8721376a4a63a284bd58277917a96311ea88c3e7ff6aadbab","11451241","1607950518","2020-12-14 12:55:18","0x1ffa995bd1a7effd6b02c740d8130ffa77778b07","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.011911518299636289","47.94600522933","586.35","","","Deposit",""
"0x16b7a3603dc352bdbeb91d97c33f3bb6b743a4f54eef4075d695c4bdee3823f6","11451244","1607950561","2020-12-14 12:56:01","0xf3518bb50d7d090a214458f6fdc56d92521436e7","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.013279098","53.45075968764","586.35","","","Repay",""
"0x9aeeaf2029a2e917846486389cf1e7f3714734855ece48b0bc0237960ab67752","11451248","1607950609","2020-12-14 12:56:49","0x88984ac39749d9cfa50eac179a156b75d36c8f8c","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.0120758148","48.607328216664","586.35","","","Deposit",""
"0x61922fee1d524b8266d92fc709985e486e5d815dc03921d69a489956c0d817d4","11451251","1607950639","2020-12-14 12:57:19","0xcdd03a39690f1a8f63c05a90d114e9ac05a4c442","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.0172673844","69.504330339192","586.35","","","Withdraw",""
"0x74618c615c18074b0911cd5f6542a81f0260b75e7fd833a1178bddaa304d5367","11451263","1607950731","2020-12-14 12:58:51","0xd389c0982af59f0f125463239e7db3fa2dc4dadc","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.017188938","69.18856945884","586.35","","","Deposit",""
"0x3b7a055036110bcbe821a1395a044f49ca3255e2bfc56f9b6681d3497074f156","11451264","1607950748","2020-12-14 12:59:08","0x5ffd5cec88490d984d3f83496592b65c1225871c","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.017043184","68.60188337312","586.35","","","Borrow",""
"0xba70681e53fd21ae2fb00cb99aa23904cacc09df645c1284fc356b4ac158dba6","11451264","1607950748","2020-12-14 12:59:08","0xcdd03a39690f1a8f63c05a90d114e9ac05a4c442","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.009871917","39.73624287006","586.35","","","Repay",""
"0x03181bd4a468afd280779b491af11bff3072897b996ca1a01b8edfe4705136e7","11451276","1607950913","2020-12-14 13:01:53","0xdeb6f026cdfa8ab1130875aacee3312aa0c3f915","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.024523241699893624","98.7104620255778","586.35","","","Withdraw",""
"0x489cc5fe76a9da14028c12f0e98afabe6e3254d9662cf45726fbf50b5b168874","11451298","1607951239","2020-12-14 13:07:19","0x8aa25ef2c43f0afc214ed7263b6abd189dc18594","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.021975915","88.4570135397","586.35","","","Borrow",""
"0x061588bfd3a7153838134a7de2267708f776247b446e65e206e91cc8c9151400","11451301","1607951253","2020-12-14 13:07:33","0xcdd03a39690f1a8f63c05a90d114e9ac05a4c442","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.02055725","82.746631555","586.35","","","Withdraw",""
"0x928a3cac938843f5fe6df057947621b2b249aea3c9469c18ce7220d95a589e2f","11451312","1607951392","2020-12-14 13:09:52","0xdeb6f026cdfa8ab1130875aacee3312aa0c3f915","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.001512000032781","6.08607229194943","586.35","Error(0)","Out of gas","Transfer",""
"0xcd5d7310706ad3acd787421472db3ac080a3d1c4267ab48445c06af5943bb300","11451314","1607951398","2020-12-14 13:09:58","0xa23b73c1650cf2702f43ec497411bc65098c30e3","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.008816448","35.48779016064","586.35","","","Deposit",""
"0x32ac9136774572a01b0fa14622a9be8e72d0f91bdd92464c5f5ed348c4af4d39","11451315","1607951399","2020-12-14 13:09:59","0xcdd03a39690f1a8f63c05a90d114e9ac05a4c442","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.01403682","56.5007271276","586.35","","","Repay",""
"0xa265b287abb681f32d094e35fd87a9af4a9399ac21e530dc69076a0bbbc90860","11451318","1607951413","2020-12-14 13:10:13","0x333d465abd6bbdc670581e808edabade8121ae40","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.006982614276634737","28.1062793340246","586.35","","","Deposit",""
"0xea374255b36236f920d31ca4d224038d64866273541c7663e205eeb37625befc","11451326","1607951534","2020-12-14 13:12:14","0xcdd03a39690f1a8f63c05a90d114e9ac05a4c442","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.009968448","40.12479752064","586.35","","","Deposit",""
"0xa2fc2b0c46b04e78b9bcc7e7a6e092e9a1362c4c25c4ace68049d0c4dddf7ab9","11451335","1607951613","2020-12-14 13:13:33","0xdeb6f026cdfa8ab1130875aacee3312aa0c3f915","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.010760692847485633","43.3137256358422","586.35","","","Repay",""
"0x04d8b133f9eccd76fe12a8e6185c721340495a686ffefbe1006f7555b9e856e1","11451343","1607951748","2020-12-14 13:15:48","0xcdd03a39690f1a8f63c05a90d114e9ac05a4c442","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.012360026269153402","49.7513305380709","586.35","","","Withdraw",""
"0x5b451e51e5b732331ee228df128cceb2451593e306b99478f4b0248758821edf","11451344","1607951754","2020-12-14 13:15:54","0x8c88eed50b0d6d893af976f146a703cbe38de3be","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.013349115","53.7325907157","586.35","","","Deposit",""
"0xafc3344a7655ceff00ff6e7b3465bfe74192c437f02265c152d3bcae6447f03a","11451344","1607951754","2020-12-14 13:15:54","0x8c88eed50b0d6d893af976f146a703cbe38de3be","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.01683962","67.7825016316","586.35","Error(0)","Bad instruction","Deposit",""
"0x4668ccc0776cc797571afb7078d533265a241b8a3d6c550d14b72aa6fbb49949","11451359","1607951890","2020-12-14 13:18:10","0xcdd03a39690f1a8f63c05a90d114e9ac05a4c442","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.0127193313501087","51.1975981638305","586.35","","","Deposit",""
"0x890b0ee07e41ea84da4e787df6d0f68c04a13ea7ace2359ee6ccf09de48fecb7","11451365","1607951954","2020-12-14 13:19:14","0xcdd03a39690f1a8f63c05a90d114e9ac05a4c442","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.017955584","72.27445760512","586.35","","","Borrow",""
"0xdb758d5d93452a12c3095bee1175ecddbb6ee1e82268c9455bdcae470771a3f2","11451385","1607952124","2020-12-14 13:22:04","0xe77f114d9a4b7a8eb9041c44b4ad585cd9f31d83","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.005000792542370351","20.1290901256983","586.35","","","Deposit",""
"0x5e076ab3d995ed65f128754622b3c504aa47ddfbd2b1db85b7aa6f0fce339d26","11451406","1607952365","2020-12-14 13:26:05","0xcdd03a39690f1a8f63c05a90d114e9ac05a4c442","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.003582687227266971","14.4209609734505","586.35","","","Deposit",""
"0xa9e85b94e0705662d148d0752abaabf4892efcac6b7e6ed2bfc42f2026ccac05","11451413","1607952428","2020-12-14 13:27:08","0xfaf1031b02a994b80f12cc1ee4c0dcebbb946aa0","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.00673968","27.1284251424","586.35","","","Deposit",""
"0xd8c1462b18c58801365391fcb2695b220257aeb9c39299dbcdb81b5fc127c04e","11451418","1607952466","2020-12-14 13:27:46","0xcdd03a39690f1a8f63c05a90d114e9ac05a4c442","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.011229038","45.19889917684","586.35","","","Borrow",""
"0xeb3cd1be4236463b6af9befaa0f2ae426917aafb8e2f3de5309cabb674f5408a","11451418","1607952466","2020-12-14 13:27:46","0x3c587ebcf465fc532166ce850102d36593d773c0","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.007896286","31.78397248148","586.35","","","Deposit",""
"0xc5348bc1c5ed87ce73602af02a61ecff7dc77485628e91453fe4ee2ef87d65f8","11451438","1607952720","2020-12-14 13:32:00","0xcdd03a39690f1a8f63c05a90d114e9ac05a4c442","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.005918766","23.82409852788","586.35","","","Deposit",""
"0x6020385d9e2fe5956b925412c1dbdef9ffb7590378791d78afb620cf08ac8ff7","11451514","1607953856","2020-12-14 13:50:56","0x785b0176e4b01b0ed6525d72f55e383f44c19e44","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.015297128","61.57369368304","586.35","","","Deposit",""
"0x94020eb5223584d245a9d0e4493d3535e2a3363a7d10bdaf5078924053331e5f","11451519","1607953903","2020-12-14 13:51:43","0xe8b4ec3cd3d21b35b4fe55ad987e50d3b72ef11b","0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9","","0","0","0","0.013176726","53.03869396068","586.35","","","Deposit",""
