Txhash,Blockno,UnixTimestamp,DateTime,From,To,ContractAddress,Value_IN(ETH),Value_OUT(ETH),CurrentValue @ $4023.77/Eth,TxnFee(ETH),TxnFee(USD),Historical $Price/Eth,Status,ErrCode,Method
0xc26546c375372c3f06a54c0b174900ce8b8be103cb1bdef6de36372c12a7b0e5,11395101,1607204157,12/5/20 21:35,0xb0c4cc1aa998df91d2c27ce06641261707a8c9c3,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.003558797,14.3197806,596.93,,,Withdraw
0x92408de5c348d85b0f74e3ec787080536470ea93c63272ee228af5ffa4295ec5,11395169,1607205145,12/5/20 21:52,0xb512bfb6343b09c94ab48627caebf63009d7cfd2,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.00354566,14.26692034,596.93,,,Deposit
0xa5eda6502e95f6f93d120d3582e1bcc93f178520ae8809604374d62038c7fb5f,11395192,1607205463,12/5/20 21:57,0xe66c0cd561d505a3ffb69f89c3e16a71848d89ad,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.004232298,17.02979372,596.93,,,Deposit
0x330289d57567e7321cdebcb0bac11829820a4be7a8fda6b31d5e3047f1d9f5f8,11395202,1607205576,12/5/20 21:59,0x47940650f6e365b877630590b8ecce06cdcba51a,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.0038821,15.62067752,596.93,,,Deposit
0xd474e0030575dfbdea9cc43fed91c443111880619d0db08f46543b1217b0193e,11395203,1607205596,12/5/20 21:59,0xe66c0cd561d505a3ffb69f89c3e16a71848d89ad,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.003896214,15.67746901,596.93,,,Deposit
0x1e6b79a3ff06b2684948b2cd92a92f8e99f17fb15ff82b9ce7bb07652910e09a,11395232,1607205967,12/5/20 22:06,0x6545910c219081b23e7b49560cba7615a1f0a535,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.011520915,46.35751215,596.93,,,Borrow
0xf87519f1167050bdbb3bcc9b87ac46bd7c7b5ffd5f2c21e78d2b79cebe6fe578,11395244,1607206105,12/5/20 22:08,0xaf91ea5388234070c5b820b9248d8f311c0934f4,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.004433308,17.83861173,596.93,,,Deposit
0x4eb911310b85076e8f129bbeeb3f1843c85dd1d79dc27f38dec9d14b76825787,11395281,1607206659,12/5/20 22:17,0xa1c34affdb67748f15f86bdd71f3d73d2bc3981a,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.004371136,17.5884459,596.93,,,Deposit
0x7eefe1bf27422c33effe972a3e2a4ecd7f712dd73083427eab58019f1812a36a,11395286,1607206732,12/5/20 22:18,0x1689fa6f73522a47edde9756e83180dc3133f1b8,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.004776341,19.21889884,596.93,,,Deposit
0xa34096efe5b456a8670b8b8193693d722cd4563dfe4d91c959e3e7836b519858,11395303,1607207005,12/5/20 22:23,0xa4c86a9706605611a6954a5f70fe9f8afc5018ce,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.004267006,17.16945182,596.93,,,Deposit
0x15c3c6bd5e0fa64e9b18fb53661257358f1820709e456c9bd1aed4a4df672388,11395303,1607207005,12/5/20 22:23,0xc58b20c01c1f24e72ee2c36a773ef48e774ea595,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.010694219,43.03107629,596.93,,,Borrow
0xbf702c3c8d5c7372ca9c7519495d5c0d9950e4ba963d371d505a1eddbb0b2818,11395309,1607207073,12/5/20 22:24,0xa1c34affdb67748f15f86bdd71f3d73d2bc3981a,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.004588056,18.46128209,596.93,,,Deposit
0x45c0a91287b4121d506ceac0424a0ee0231c58b9ece17cb7b2897db93b959b85,11395317,1607207149,12/5/20 22:25,0xa1c34affdb67748f15f86bdd71f3d73d2bc3981a,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.004452816,17.91710744,596.93,,,Deposit
0xfeccea734f94aafac47cbe1d90ed19989f90357a09f0d72977a8117d37864e59,11395342,1607207468,12/5/20 22:31,0xb44a6591f3fa702beed26266ffc33c9da0efab8a,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.005139768,20.68124429,596.93,,,Deposit
0x73b01480aedf116fef8f309b8e29f097b12d5a8f050cd5e3ee614be073ac6a6b,11395373,1607207796,12/5/20 22:36,0xb44a6591f3fa702beed26266ffc33c9da0efab8a,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.006347462,25.54072717,596.93,,,Borrow
0x622ae0667c5547b72a4f5b2665cc44a3edb51f10f4e711eecb1181adcec78483,11395374,1607207804,12/5/20 22:36,0xe30f3ed98f790b1229889834b4bc5981e42af07b,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.005134275,20.65914172,596.93,,,Deposit
0x4e9d1b26bbd46642adaf79e5e0b31477d84e9e44f7ae3f33c40ef6a7337ecdda,11395383,1607208047,12/5/20 22:40,0xb512bfb6343b09c94ab48627caebf63009d7cfd2,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.005146314,20.70758388,596.93,,,Withdraw
0x049d95c281ef362ff3e2abe05840cfda4e692688b56388a89b8aeb8386b2c11e,11395385,1607208051,12/5/20 22:40,0x3ae6ffe9a1c678df93ed761259ab502c4cbf8adf,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.006347198,25.5396649,596.93,,,Borrow
0x3d4721adbc46ff456b61126fca2785a257f823fd688e56274aa5e5ccbbb33e27,11395399,1607208221,12/5/20 22:43,0xa1c34affdb67748f15f86bdd71f3d73d2bc3981a,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.00396914,15.97090753,596.93,,,Withdraw
0x5ba5f499f1795785df13f08a9a2a8aae2fa04919b581c966777cf0e73188bc2d,11395400,1607208224,12/5/20 22:43,0x8802cf57ef7b146d3dc12e24b0ad38842ba6d2a6,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.00403052,16.21788546,596.93,,,Deposit
0x3b8177a1d4cb97f518baa968139f9dc2f74ef6f6129b2671bf7e2b931bccebe0,11395422,1607208517,12/5/20 22:48,0x8802cf57ef7b146d3dc12e24b0ad38842ba6d2a6,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.006056864,24.37142766,596.93,,,Borrow
0x076860349adf1f9795853c80ce007cccff88544b047194a4e3a7168127051cd6,11395434,1607208677,12/5/20 22:51,0x1689fa6f73522a47edde9756e83180dc3133f1b8,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.006572214,26.44507753,596.93,,,Borrow
0x6bd4ad84a74e08b595c5a186e7d155830607a5d9dfae9d0b7ff9a248199b20c1,11395481,1607209418,12/5/20 23:03,0xe66c0cd561d505a3ffb69f89c3e16a71848d89ad,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.005607333,22.56261831,596.93,,,Deposit
0x5cbe3e77420f230e0f71c85093d26cad22fbc3aadc2e7715750b7be60cac10b4,11395487,1607209481,12/5/20 23:04,0xf3e6ba583b960f7a8b395212fdce8a92a0df912c,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.00742136,29.86184573,596.93,,,Deposit
0x6c960cbc2a2f471d0c03f97213b1283cad2e5ac5a5f4f3164c1b663cd899ea5e,11395492,1607209597,12/5/20 23:06,0x3a3e2323d3eb1c9bc83b953959f5e0d05104a395,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.006454,25.96941158,596.93,,,Repay
0x3ab21a0dcfee8a00223b4ea9795df6ecf48e59e16a83145e25405243e769ef91,11395496,1607209678,12/5/20 23:07,0x50dec7b38f5f80f6897c0a4dacebf7c07e27e780,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.0049517,19.92450191,596.93,,,Withdraw
0x9b7511fa682d452623263642574c38b20bad5d37dae84b9cb8407d9e80b9f148,11395505,1607209794,12/5/20 23:09,0x58f45f3180504def608de8d036429110489482e7,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.005214508,20.98198086,596.93,,,Deposit
0x410d1ea3cf2ba58a2186aea89b9ba14a4462b59955b9a5a4381ee8e123be01ec,11395512,1607209868,12/5/20 23:11,0x58f45f3180504def608de8d036429110489482e7,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.001118,4.49857486,596.93,,,Set User Use Reserve As Collateral
0x84e3eb4193f89a1827a9826ce6b22dd83557bf5207723275e5c458ea9102429f,11395515,1607209919,12/5/20 23:11,0xd30ffc6163d2c0b0887aaa1d6a821b3e50bf4def,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.005053372,20.33360665,596.93,,,Deposit
0x4fbbc8dd72f568f4db92ab07a1b3a0e2515257c717efa3c968375fc02c8ba72d,11395516,1607209946,12/5/20 23:12,0x0320f12e5c7cb57029a9d4e1655e17f29866e478,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.005815138,23.39877783,596.93,,,Deposit
0xb4271d49e313cac7c6c22f6d9bc2250a08c08379bffb414fb29b447cd5b46883,11395558,1607210461,12/5/20 23:21,0x8b2f87f41e0cb7c910b83ac00ff61b81b4755e74,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.003796812,15.27749822,596.93,,,Repay
0x201b1ca2234712de528efe19c2026db95ce978788100d934e037889162e8002a,11395590,1607210768,12/5/20 23:26,0x81b5ec3be3d9339299e56665d8206d4d28ece898,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.005606955,22.56109813,596.93,,,Borrow
0x4721a4a3d5d256b093aa45a31890936d9b23e9491af552131be222d45e016162,11395597,1607210834,12/5/20 23:27,0x2d7ef1628662520f4ee68c5d2134b1f7fb48fa9a,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.005127936,20.63363504,596.93,,,Deposit
0x0635c80b03024fdf85f220ac8749a64923ab3d6895b8251fa37cb9b5f2664c3c,11395599,1607210851,12/5/20 23:27,0x7e7029dd68546669883a5bd4b677ce4b6fa85622,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.003562672,14.33537271,596.93,,,Deposit
0x28d8ccca02ab4f54fe44e32e14d2ecbb291404267a4574b967b85930b950a7fe,11395608,1607211007,12/5/20 23:30,0x2d7ef1628662520f4ee68c5d2134b1f7fb48fa9a,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.007974504,32.08756996,596.93,,,Borrow
0x7e7f7aa6dcf777f3a8e2eb1fbb0a8c500d6855ce5f520421416981f86234094e,11395610,1607211011,12/5/20 23:30,0x81b5ec3be3d9339299e56665d8206d4d28ece898,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.005826174,23.44318496,596.93,,,Borrow
0x25b29b290aeeacf7bb9e4df68f6963525412580a54b61e54367bbc705ab4894d,11395620,1607211157,12/5/20 23:32,0x47940650f6e365b877630590b8ecce06cdcba51a,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.002608748,10.49700189,596.93,,,Withdraw
0x06fc27d5a151e0804dac61a9fab1f6d62a35af7c984c9d5f8816d6c9b0be58a7,11395636,1607211430,12/5/20 23:37,0xeeedcc41cd813548c3223c4ca22caf9cc67fd8c3,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.008619832,34.68422141,596.93,,,Borrow
0xa22b28a586efc4c0100b62a4ce420f1ba66441c2fc3447662db918a85801a9e4,11395643,1607211521,12/5/20 23:38,0xa7355a9d9aa54e7e03fe96b5b7cb61b4971b9dca,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.003204788,12.89532961,596.93,,,Withdraw
0x805ab8c2cf14b923609e988af5a623c8754c61fca040c73099e83b7b9e45fb14,11395655,1607211662,12/5/20 23:41,0x7e7029dd68546669883a5bd4b677ce4b6fa85622,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.014180559,57.05930668,596.93,,,Flash Loan
0x9f4bdeaf48b3d05af3ffb053a8540a00d5c03aff354727c59dcbd579afddf08a,11395674,1607211917,12/5/20 23:45,0x1c691afa0c3c76ee55725c409d306079ac627918,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.003627468,14.5960981,596.93,,,Deposit
0xf3feb75ad314f699efe6d8e4fbabd6d98df69b199c9cb263e975f353b05e4afe,11395674,1607211917,12/5/20 23:45,0x79330aab8c32e616b4b9b177eeb72264c611118a,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.00385461,15.51006408,596.93,,,Deposit
0x2497ff5d74784b01ae366c456e46d8fd0cfcb36b3da0e699215e69c4575fa96e,11395684,1607212100,12/5/20 23:48,0x463c2bb76cca5504beed1cae80499cad5615b99c,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.003847931,15.48319107,596.93,,,Deposit
0x5416999b735dfc8856c11290f970506c899bfe97a0b761a58aa52e3903c9ca6c,11395686,1607212124,12/5/20 23:48,0xc72aed14386158960d0e93fecb83642e68482e4b,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.007113548,28.62328104,596.93,,,Borrow
0x3377a20e3211d94221e595f18eacdeb6857a3299fdf1dcb270da85d0ccd2c903,11395691,1607212216,12/5/20 23:50,0xf86f238c928022fc54e1af1150c96241639db707,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.003828994,15.40699237,596.93,,,Deposit
0xfe5d78372b429e66f21af835f6205c6f68fdb70df9102f016b9c34087cfa6ffb,11395698,1607212345,12/5/20 23:52,0xa67868fb4f9828d046490dfc6ffb36a1e7651a55,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.004274068,17.19786499,596.93,,,Deposit
0xe1cb0aaf1bb67ded37186c99d8fd9f1f9b2437329e63b849e6c4e647111c5ee9,11395705,1607212446,12/5/20 23:54,0xf86f238c928022fc54e1af1150c96241639db707,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.003488444,14.0366968,596.93,,,Withdraw
0xc77d144e8d59bca3da8f4d37821550ee84d69729d0377d1cbf2c6561e6f6e0da,11395729,1607212777,12/5/20 23:59,0x871061661c9afe93307d956cbb6250813cdfecf9,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.003630751,14.60930856,596.93,,,Deposit
0x71116ce0bdc1727bc0a14b5e6bf3673ddecbca2973f5814c48d915e3f6c62319,11395731,1607212789,12/5/20 23:59,0xe795987a720af9b5bd4e15c178ace13f0529e9ff,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.003085757,12.41637564,596.93,,,Deposit
0xce854821ea300472aa540b6f3acb14aba534097245c87d687377d827229222e0,11395731,1607212789,12/5/20 23:59,0xe795987a720af9b5bd4e15c178ace13f0529e9ff,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.00364481,14.66587874,596.93,Error(0),Bad instruction,Deposit
0xdc1960bf5d91e5e09e5a36a9a2deae867ed471f8c681a1f2066870adbf7bef5a,11395731,1607212789,12/5/20 23:59,0xe795987a720af9b5bd4e15c178ace13f0529e9ff,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.004057021,16.32451979,596.93,Error(0),Bad instruction,Deposit
0xf01fb13f9632d2597de59343ec2faf86fc5d92170c913489978ba155b295fe87,11395731,1607212789,12/5/20 23:59,0xe795987a720af9b5bd4e15c178ace13f0529e9ff,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.003994677,16.07366291,596.93,Error(0),Bad instruction,Deposit
0xea3d6b075f5d73ee7fe4ca09befd18a5c5a416a1aafa14b3b6528e4099ce2b11,11395732,1607212791,12/5/20 23:59,0xe795987a720af9b5bd4e15c178ace13f0529e9ff,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.006314024,25.40618134,596.93,Error(0),Bad instruction,Deposit
0xe8666cf45a69bc26ef80056fd847adcb967a2c6395cb39dc864d4f5ea9911ef7,11395751,1607213082,12/6/20 0:04,0xe795987a720af9b5bd4e15c178ace13f0529e9ff,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.004926168,19.82176701,602.3,,,Deposit
0xa410fc564bf3fe096401fb848b04628da29bec6045ebdbacfe37450acce2be38,11395811,1607213813,12/6/20 0:16,0x79e7c38a13e29ff12ad175db3d345ee06286e356,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.00559614,22.51758025,602.3,,,Deposit
0x025ba339b01a317377d8b6aebaf91a469ba15e961e54ef96218239f314252299,11395813,1607213829,12/6/20 0:17,0x0ad163a1fd8573a0d9cc722c0c7f55b350180a10,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.006858377,27.59653154,602.3,,,Deposit
0xc2e301894cb0bcc71ef75d0d70a1f7a6a40d6b8f3b8de8f330bd5e59a189c23e,11395813,1607213829,12/6/20 0:17,0x950e53af32b03b46ab4130f20cda64a90b8c979d,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.006100291,24.54616953,602.3,,,Deposit
0x826a8a1e1d79f1c03cee38f2b03e35d080e79aa555ffb734b35ab1e8fe813916,11395838,1607214101,12/6/20 0:21,0xa67868fb4f9828d046490dfc6ffb36a1e7651a55,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.020721405,83.37816699,602.3,,,Flash Loan
0x1153fbd5060f054a2cba2d900f93ce358cb39e6ced85541a4e569805e9e79cc5,11395843,1607214181,12/6/20 0:23,0x950e53af32b03b46ab4130f20cda64a90b8c979d,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.004375188,17.6047511,602.3,,,Deposit
0x5e4ed09759fd66707eaf8526720d9acb7fad0619b75dddb3cab492d8a51f8d2c,11395849,1607214257,12/6/20 0:24,0xa67868fb4f9828d046490dfc6ffb36a1e7651a55,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.001506518,6.061881933,602.3,,,Set User Use Reserve As Collateral
0xe002868dad831bd0647a6da2ee792b5faf61ddf192718bdc4b4ee3dab5064e42,11395857,1607214432,12/6/20 0:27,0xa67868fb4f9828d046490dfc6ffb36a1e7651a55,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.00691552,27.82646191,602.3,,,Withdraw
0xf4d5b1d1f889543fe2ca12e8a351e2dc8d469dc7aa135411dc8acf5ac79dcb68,11395867,1607214534,12/6/20 0:28,0x67e5ab5b573f01030a1076dda7a79ef0f31a1bfa,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.00612192,24.63319804,602.3,,,Repay
0xb356ef6023a244a9339b36f6e6b25b3d8dd8acf1ed865cfaa7f2e7726bc0053c,11395877,1607214660,12/6/20 0:31,0x67e5ab5b573f01030a1076dda7a79ef0f31a1bfa,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.01738114,69.9377097,602.3,,,Borrow
0xaf2b1e47bd2b72265724fd082857b74bba9b3c3ad9d688d691054597a4422041,11395891,1607214805,12/6/20 0:33,0x67e5ab5b573f01030a1076dda7a79ef0f31a1bfa,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.006325984,25.45430464,602.3,,,Repay
0x0e10c47dba114b0a5e6f70efa5bf12be6807fbc39395fa72416b98b507efddce,11395893,1607214827,12/6/20 0:33,0xc9f817ea7aabe604f5677bf9c1339e32ef1b90f0,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.005239676,21.0832511,602.3,,,Deposit
0xcc30f67dbe741f26204498162168038795244ab9b8af26bc5536b349d0db6bf8,11395904,1607214919,12/6/20 0:35,0x67e5ab5b573f01030a1076dda7a79ef0f31a1bfa,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.01483722,59.70156072,602.3,,,Borrow
0x393513297a84329f74fba89d47c3d0a1248a565d765f76cc32e61fe53762fbf6,11395907,1607214937,12/6/20 0:35,0xa67868fb4f9828d046490dfc6ffb36a1e7651a55,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.005164042,20.77891728,602.3,,,Withdraw
0xd74e8f4d7ab3ee46b3c88a457f0b0325806a38496219622af66763ffb74f3c0d,11395917,1607215022,12/6/20 0:37,0xdeb6f026cdfa8ab1130875aacee3312aa0c3f915,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.005301153,21.33062058,602.3,,,Withdraw
0xe38909dd5f31e40c3430cb38044367d55305b10cb25c07fd4ae7879d05d7f109,11395960,1607215685,12/6/20 0:48,0x1cd6d86687adccaac08c12134aa569a780368b28,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.012755286,51.32433715,602.3,,,Borrow
0x9b57d223d66330cd7e203858ee4a58df5853c19b30ed439992ffbd9d87c49241,11396017,1607216349,12/6/20 0:59,0xf35bb0619b0d78613c42dbc9e44d535749649dcb,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.029084055,117.027548,602.3,,,Flash Loan
0xfbc7044810133ad0c169e9b7e84b1506096252219c327c6e8fb1a6f047d6ade2,11396022,1607216409,12/6/20 1:00,0xab053c874088eac108402f7956e9385fb76b7685,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.00397352,15.98853057,602.3,,,Deposit
0x7d3210c4e727daffc0f1a15a476b64fd775ddc05bb01c37213a36018e1fb1f1f,11396026,1607216434,12/6/20 1:00,0x20a56b22cb381f29366a30a8c61ee5be49d2ba25,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.005079228,20.43764525,602.3,,,Deposit
0x1fea0573a3e0620c732f5d78ed8ace3e3ceb7fa03983099609a22b2f23042a4a,11396036,1607216501,12/6/20 1:01,0xf35bb0619b0d78613c42dbc9e44d535749649dcb,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.007451687,29.9838746,602.3,,,Withdraw
0xed6a8ef2c25eccdb19215dd4413cd536c5ce954457811a9f700a926e1704d01f,11396053,1607216774,12/6/20 1:06,0x20a56b22cb381f29366a30a8c61ee5be49d2ba25,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.002659245,10.70019129,602.3,,,Deposit
0xab80b62c061a395acf728e685faecb08a299ec0781e2d9e3f64c324c0fedbc7d,11396074,1607217127,12/6/20 1:12,0xab053c874088eac108402f7956e9385fb76b7685,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.006453986,25.96935686,602.3,,,Borrow
0x4254494d6b8f3dfcb4e9313cec2aa058e1cf401feffc01d4879be9cc6ef0e32d,11396131,1607217858,12/6/20 1:24,0x20a56b22cb381f29366a30a8c61ee5be49d2ba25,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.018159372,73.06913627,602.3,,,Flash Loan
0x26643fbb5ee6616aca0637d194c78d85b81d0edec53be8da30826cf3c92cf1d8,11396145,1607218028,12/6/20 1:27,0x26910cd664f87663d730379fba2da5dce01cf6e5,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.006692466,26.92894392,602.3,,,Deposit
0x61a1390a8e9ac13c6dc0735acce177613c3ba9c352cdfa1afaeded00e5ea9e78,11396147,1607218041,12/6/20 1:27,0x20a56b22cb381f29366a30a8c61ee5be49d2ba25,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.019946004,80.2581305,602.3,,,Flash Loan
0xc95d5c5b16e2b37a2fd76f67608afa755a72940aae330bd7d99ce7d4e907ef06,11396183,1607218491,12/6/20 1:34,0xb6a09c0dc427a932607548ce613db32b3dc9ed85,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.0009073,3.650766521,602.3,,,Set User Use Reserve As Collateral
0x1de10bf48c4fb47b79cbb95468ae8fb0ece9108020a5221c114a238fb7e889a4,11396191,1607218545,12/6/20 1:35,0xb6a09c0dc427a932607548ce613db32b3dc9ed85,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.0011836,4.762534172,602.3,,,Set User Use Reserve As Collateral
0xde531022cb5832f70a77023a14c15209c5e2de5e3948d84d4c29d0c714f3cb35,11396216,1607218892,12/6/20 1:41,0xe264886feb92e9c6a92fa196dfdc09d330b66c17,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.003258468,13.11132725,602.3,,,Deposit
0xa1d00e6a72f9179164f989220c24c4225b2b980b3e90817e2c1e671fbfa6d069,11396219,1607218938,12/6/20 1:42,0x5ce66f35b519d7c0510e58595640735384829244,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.007746811,31.17138401,602.3,,,Borrow
0x202ffa58a702f3fe4347f7cf12619e86ba4c70bb20d421c217c9a14912b215ff,11396277,1607219724,12/6/20 1:55,0x227caa7ef6d955a92f483db2bd01172997a1a623,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.007279388,29.29058182,602.3,,,Borrow
0xdb5acebc9524619b5bcbe421f82c5d78f14a5853261ebbf3ae42a2cea4c14ae9,11396292,1607219937,12/6/20 1:58,0x4cba0e5365b79bddb9681ba81b279742675d3f6a,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.004377038,17.61219531,602.3,,,Deposit
0x789a777afd9d2fd4d9c0c3fd52b301e2cd1d0437321224d53b5ce20878965827,11396308,1607220249,12/6/20 2:04,0xa49a3545327ef42207bb2c8526795596644f7a5e,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.011248322,45.26066061,602.3,,,Borrow
0x33b61f22d3d0c715667ba6f7e730a8f299a3a1e564f54e3fc4e0dba6a73f7539,11396327,1607220480,12/6/20 2:08,0x4cba0e5365b79bddb9681ba81b279742675d3f6a,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.007199276,28.96823079,602.3,,,Borrow
0x8803d32c1890f3408ced58fb0e76a1bcba4aad5e88d916671b46e0fee0764e02,11396347,1607220718,12/6/20 2:11,0xb44a6591f3fa702beed26266ffc33c9da0efab8a,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.019969198,80.35145984,602.3,,,Flash Loan
0x7d2fc782c609de8a5b7cf6cfa6460ae6aacdb2394c1522f746b12df2b74b1a5a,11396353,1607220813,12/6/20 2:13,0x4cdb3dd9ca149f3e9338cb51854f5da4ff804eb7,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,,0,0,0,0.00513235,20.65139596,602.3,,,Deposit
